policyID,eq_site_limit,hu_site_limit,fl_site_limit,tiv_2011,eq_site_deductible
797586,0,6760449.39,0,6760449.39,0
812823,162366.3,162366.3,162366.3,162366.3,0
598244,0,648862.42,0,648862.42,0
788363,0,240578.59,0,240578.59,0
737787,0,13467.17,0,13467.17,0
445518,0,19639.62,0,19639.62,0
758347,0,604316.67,0,604316.67,0
195133,0,171459.48,0,171459.48,0
991548,0,822091.98,0,822091.98,0
696936,0,85444.69,0,85444.69,0
393176,0,26934.33,0,26934.33,0
626647,0,162728.27,0,162728.27,0
915781,0,589356.89,0,589356.89,0
827852,0,13657.95,0,13657.95,0
800420,0,64726.57,0,64726.57,0
728346,0,2603338.04,0,2603338.04,0
928642,0,67335.83,0,67335.83,0
442061,0,22445.28,0,22445.28,0
810826,0,31984.52,0,31984.52,0
336798,0,44890.56,0,44890.56,0
830917,0,15341.35,0,15341.35,0
984232,0,1748172.94,0,1748172.94,0
203667,0,212051.77,0,212051.77,0
395084,0,238222.96,0,238222.96,0
869242,0,174354.92,0,174354.92,0
704537,0,29086.84,0,29086.84,0
692691,0,49883.51,0,49883.51,0
580758,0,33850.85,0,33850.85,0
515486,0,14204.49,0,14204.49,0
884079,0,60112.94,0,60112.94,0
491095,0,776595.4,0,776595.4,0
579764,0,88434.4,0,88434.4,0
263177,0,61724.52,0,61724.52,0
710739,0,33667.92,0,33667.92,0
156129,0,64275.42,0,64275.42,0
178800,216363.6,216363.6,0,216363.6,0
406073,0,106317.27,0,106317.27,0
450089,0,170207.57,0,170207.57,0
894206,189999.9,189999.9,0,189999.9,0
472007,635996.7,635996.7,0,635996.7,0
500287,1729530,1729530,0,1729530,0
365732,0,110218.53,0,110218.53,0
365145,0,123995.38,0,123995.38,0
237841,0,13777.78,0,13777.78,0
497561,0,38954.52,0,38954.52,0
245837,0,428020.45,0,428020.45,0
732075,0,38954.52,0,38954.52,0
657625,0,3505598.5,0,3505598.5,0
790556,0,140160.38,0,140160.38,0
207626,0,60397.19,0,60397.19,0
902008,0,1138559.14,0,1138559.14,0
135936,0,4623.3,0,4623.3,0
997759,0,34212.42,0,34212.42,0
470224,0,11095.92,0,11095.92,0
367761,0,25899.23,0,25899.23,0
285586,0,10211.17,0,10211.17,0
122164,0,4084.47,0,4084.47,0
152913,0,26920.35,0,26920.35,0
655156,0,80668.21,0,80668.21,0
989201,0,70642.7,0,70642.7,0
207985,0,263169.6,0,263169.6,0
732449,0,15873.72,0,15873.72,0
665653,0,246924.56,0,246924.56,0
939634,0,942304.98,0,942304.98,0
981796,0,12996.03,0,12996.03,0
269573,0,42886.9,0,42886.9,0
602123,0,2784.86,0,2784.86,0
336717,0,105764.12,0,105764.12,0
238449,0,18419.71,0,18419.71,0
530357,0,36836.28,0,36836.28,0
896911,0,214534.66,0,214534.66,0
391646,0,44199.98,0,44199.98,0
710345,0,51130.14,0,51130.14,0
944525,194537.7,194537.7,0,194537.7,0
800878,0,28776.92,0,28776.92,0
866106,0,151310.92,0,151310.92,0
204794,0,179562.23,0,179562.23,0
849458,0,16833.96,0,16833.96,0
806471,0,24914.26,0,24914.26,0
464589,0,169461.85,0,169461.85,0
591943,407520,407520,407520,407520,0
973133,137160,137160,137160,137160,0
743965,123300,123300,123300,123300,0
528185,0,37823.84,0,37823.84,0
219113,0,181487.52,0,181487.52,0
376803,0,948148.79,0,948148.79,0
233559,585000,585000,585000,585000,0
579117,82620,82620,82620,82620,0
517674,0,61027.56,0,61027.56,0
980808,0,22500,0,22500,0
143584,874801.8,874801.8,0,874801.8,0
489643,504230.4,504230.4,0,504230.4,0
986109,0,67591.02,0,67591.02,0
654640,0,135763.24,0,135763.24,0
700895,702820.8,702820.8,702820.8,702820.8,0
407962,0,129600000,0,129600000,0
494610,0,67892.48,0,67892.48,0
744305,0,67892.48,0,67892.48,0
512991,0,102221.41,0,102221.41,0
507789,0,105926,0,105926,0
186262,0,4542119.64,0,4542119.64,0
978388,0,191242.75,0,191242.75,0
784347,0,921352.86,0,921352.86,0
679408,0,35322.13,0,35322.13,0
306619,0,108562.2,0,108562.2,0
457004,0,26195.88,0,26195.88,0
329255,0,101204.64,0,101204.64,0
900892,0,16160.6,0,16160.6,0
633241,0,22781.96,0,22781.96,0
502372,0,114298.09,0,114298.09,0
719075,0,315302.29,0,315302.29,0
920786,0,109954.93,0,109954.93,0
232605,0,180630.62,0,180630.62,0
601984,0,124374.9,0,124374.9,0
459878,0,134464.05,0,134464.05,0
565530,0,496159.61,0,496159.61,0
202651,0,2311064.6,0,2311064.6,0
909104,0,72279,0,72279,0
872719,0,22356.54,0,22356.54,0
997611,0,16767.17,0,16767.17,0
519606,0,16767.17,0,16767.17,0
624248,0,396814.48,0,396814.48,0
783767,0,167668.04,0,167668.04,0
285479,0,16767.17,0,16767.17,0
424793,0,16767.17,0,16767.17,0
256213,0,22356.54,0,22356.54,0
155199,0,22356.54,0,22356.54,0
830871,0,16767.17,0,16767.17,0
757768,0,16767.17,0,16767.17,0
176583,0,344852.16,0,344852.16,0
678864,0,68970.43,0,68970.43,0
854000,0,91960.58,0,91960.58,0
631978,0,25748.96,0,25748.96,0
967058,0,25105.24,0,25105.24,0
878374,0,38623.44,0,38623.44,0
113053,0,9196.06,0,9196.06,0
288738,0,9196.06,0,9196.06,0
594369,0,38623.44,0,38623.44,0
706890,0,45980.29,0,45980.29,0
536032,0,137940.86,0,137940.86,0
747825,0,27944.98,0,27944.98,0
608124,0,22356.54,0,22356.54,0
934739,0,89423.38,0,89423.38,0
757078,0,16767.17,0,16767.17,0
956518,0,12250.99,0,12250.99,0
548584,0,30686.32,0,30686.32,0
132904,0,59774.37,0,59774.37,0
111857,0,32186.2,0,32186.2,0
388383,0,11549.33,0,11549.33,0
276410,2070,2070,2070,2070,0
546756,0,42481.06,0,42481.06,0
669229,321053.4,321053.4,321053.4,321053.4,0
766573,132651,132651,132651,132651,0
765578,23400,23400,23400,23400,0
166613,0,0,0,5932213.89,0
883261,977330.7,977330.7,0,977330.7,0
842655,0,1222262.42,0,1222262.42,0
248167,493833.6,493833.6,493833.6,493833.6,0
976562,305427.6,305427.6,0,305427.6,0
620457,288279,288279,0,288279,0
336697,0,910695.68,0,910695.68,0
648295,0,14066.75,0,14066.75,0
858080,0,7571.54,0,7571.54,0
579910,0,702715.18,0,702715.18,0
735184,0,132894.53,0,132894.53,0
420445,0,14066.75,0,14066.75,0
373504,0,113441.57,0,113441.57,0
266080,0,123449.03,0,123449.03,0
178535,0,701414.94,0,701414.94,0
574531,67590,67590,67590,67590,0
606491,14670,14670,14670,14670,0
885991,0,1449866.88,0,1449866.88,0
908170,0,1849.32,0,1849.32,0
487022,0,372637.98,0,372637.98,0
723719,0,211747.14,0,211747.14,0
628922,0,6472.62,0,6472.62,0
232316,2476576.8,2476576.8,0,2476576.8,0
151933,0,34713.82,0,34713.82,0
225577,0,17198.19,0,17198.19,0
443296,0,14453.8,0,14453.8,0
747464,0,796867.35,0,796867.35,0
548566,0,1125.2,0,1125.2,0
510281,0,59097.75,0,59097.75,0
481334,0,58547.04,0,58547.04,0
621142,0,2790.13,0,2790.13,0
907206,0,12087.22,0,12087.22,0
963412,0,5324.12,0,5324.12,0
561805,0,1863.44,0,1863.44,0
177053,0,75825.74,0,75825.74,0
888564,0,228.7,0,228.7,0
399592,0,3210.02,0,3210.02,0
616030,0,5962.65,0,5962.65,0
671336,0,910.22,0,910.22,0
914194,0,910.22,0,910.22,0
632104,0,9660.26,0,9660.26,0
895447,0,1585.34,0,1585.34,0
969519,0,11880.48,0,11880.48,0
149119,0,8370.4,0,8370.4,0
804466,0,48183.3,0,48183.3,0
688199,0,2706.89,0,2706.89,0
977912,0,4665.47,0,4665.47,0
312530,0,79587.39,0,79587.39,0
154572,0,19210.75,0,19210.75,0
299157,0,14453.8,0,14453.8,0
358433,0,631.21,0,631.21,0
131991,0,1209270.9,0,1209270.9,0
844614,0,101097.02,0,101097.02,0
735501,0,86949.68,0,86949.68,0
703956,0,403517.2,0,403517.2,0
547680,0,384.21,0,384.21,0
562722,0,45932.5,0,45932.5,0
820860,0,45932.5,0,45932.5,0
894562,0,45932.5,0,45932.5,0
577091,0,45932.5,0,45932.5,0
755818,0,45932.5,0,45932.5,0
839723,0,45932.5,0,45932.5,0
118899,0,45932.5,0,45932.5,0
612231,0,45932.5,0,45932.5,0
163526,0,45932.5,0,45932.5,0
278995,0,37894.32,0,37894.32,0
875706,0,126314.39,0,126314.39,0
712263,0,114440.68,0,114440.68,0
241888,0,292819.71,0,292819.71,0
115934,0,918650.08,0,918650.08,0
214979,0,172246.89,0,172246.89,0
601369,0,459325.04,0,459325.04,0
859735,0,28707.81,0,28707.81,0
868972,0,38468.47,0,38468.47,0
369631,0,10396.08,0,10396.08,0
130797,2348172,2348172,2348172,2348172,0
770857,0,43459.02,0,43459.02,0
834275,0,12020.58,0,12020.58,0
102432,63396,63396,63396,63396,0
776440,76779,76779,76779,76779,0
945568,244701,244701,244701,244701,0
132404,20826,20826,20826,20826,0
395018,677898,677898,677898,677898,0
248575,1216161,1216161,1216161,1216161,0
812631,2493,2493,2493,2493,0
220621,6462,6462,6462,6462,0
139061,19890,19890,19890,19890,0
419108,94428,94428,94428,94428,0
391574,2493,2493,2493,2493,0
449147,5967,5967,5967,5967,0
998635,18900000,18900000,18900000,18900000,0
437290,3609198,3609198,3609198,3609198,0
395835,6649758,6649758,6649758,6649758,0
613321,75969,75969,75969,75969,0
865150,2493,2493,2493,2493,0
635664,7461,7461,7461,7461,0
529300,198954,198954,198954,198954,0
430318,258633,258633,258633,258633,0
441395,11520,11520,11520,11520,0
294015,38385,38385,38385,38385,0
950097,3029976,3029976,3029976,3029976,0
110324,538857,538857,538857,538857,0
416938,1172421,1172421,1172421,1172421,0
586755,2930220,2930220,2930220,2930220,0
863494,1978974,1978974,1978974,1978974,0
574538,1831842,1831842,1831842,1831842,0
514370,460881,460881,460881,460881,0
373414,66132,66132,66132,66132,0
997019,66132,66132,66132,66132,0
910144,66132,66132,66132,66132,0
552357,2493,2493,2493,2493,0
655342,24867,24867,24867,24867,0
897773,109431,109431,109431,109431,0
926390,333243,333243,333243,333243,0
216408,1178082,1178082,1178082,1178082,0
548404,92637,92637,92637,92637,0
206428,91314,91314,91314,91314,0
292458,29835,29835,29835,29835,0
919465,28791,28791,28791,28791,0
630483,5436,5436,5436,5436,0
825224,885150,885150,885150,885150,0
404295,28962,28962,28962,28962,0
150387,6903,6903,6903,6903,0
946844,64665,64665,64665,64665,0
751897,2264391,2264391,2264391,2264391,0
910845,4977,4977,4977,4977,0
763316,61668,61668,61668,61668,0
727002,14400,14400,14400,14400,0
559336,72837,72837,72837,72837,0
236251,72837,72837,72837,72837,0
529747,161928,161928,161928,161928,0
858323,604530,604530,0,604530,0
158617,240622.2,240622.2,0,240622.2,0
334713,0,32094.19,0,32094.19,0
318842,0,32094.19,0,32094.19,0
649501,0,32094.19,0,32094.19,0
445540,0,74144.01,0,74144.01,0
371999,0,32094.19,0,32094.19,0
218472,0,1833.95,0,1833.95,0
580250,0,867339.18,0,867339.18,0
907556,0,930359.34,0,930359.34,0
327269,0,44565.08,0,44565.08,0
892361,0,1270260.69,0,1270260.69,0
398442,0,255027.8,0,255027.8,0
423598,0,265923.32,0,265923.32,0
327184,0,22924.42,0,22924.42,0
314582,0,2792753.33,0,2792753.33,0
975779,0,343866.37,0,343866.37,0
337568,0,1931904.47,0,1931904.47,0
459597,0,202488.69,0,202488.69,0
511988,0,308888.28,0,308888.28,0
455917,0,719781.99,0,719781.99,0
304879,0,308888.28,0,308888.28,0
881425,0,14066.75,0,14066.75,0
208817,0,14066.75,0,14066.75,0
918862,0,14066.75,0,14066.75,0
523984,0,14066.75,0,14066.75,0
226520,0,28133.51,0,28133.51,0
413066,0,1383987.18,0,1383987.18,0
177491,0,72602.61,0,72602.61,0
906786,0,7260.26,0,7260.26,0
252960,0,1800544.63,0,1800544.63,0
753041,0,78741.16,0,78741.16,0
275656,0,14130000,0,14130000,0
366151,0,1669180.2,0,1669180.2,0
143520,0,399314.33,0,399314.33,0
578715,0,97105.99,0,97105.99,0
728171,0,358672.3,0,358672.3,0
147189,0,385701.35,0,385701.35,0
626834,0,32671.17,0,32671.17,0
840720,0,163355.86,0,163355.86,0
911131,0,47295.92,0,47295.92,0
814705,0,138384.12,0,138384.12,0
896748,0,98996.02,0,98996.02,0
640263,0,125693.56,0,125693.56,0
756661,0,98996.02,0,98996.02,0
267816,0,98996.02,0,98996.02,0
876992,0,140282.99,0,140282.99,0
866801,0,140282.99,0,140282.99,0
135106,0,135793.93,0,135793.93,0
995558,0,220188.18,0,220188.18,0
577604,0,220188.18,0,220188.18,0
334208,0,220188.18,0,220188.18,0
601206,0,135793.93,0,135793.93,0
335613,0,135793.93,0,135793.93,0
586214,0,123449.03,0,123449.03,0
645424,0,220188.18,0,220188.18,0
584595,0,123449.03,0,123449.03,0
924430,0,135793.93,0,135793.93,0
842675,0,4402.16,0,4402.16,0
379599,0,2175765.3,0,2175765.3,0
280286,0,2158173,0,2158173,0
147622,0,11160000,0,11160000,0
592104,0,316139.85,0,316139.85,0
936914,0,57600,0,57600,0
689421,0,221400,0,221400,0
162509,0,111600,0,111600,0
205789,0,15120,0,15120,0
559033,0,9180,0,9180,0
411708,0,127800,0,127800,0
945341,0,1434992.47,0,1434992.47,0
985128,0,128341.04,0,128341.04,0
859902,0,638012.84,0,638012.84,0
767859,0,56135.64,0,56135.64,0
235747,0,28869.12,0,28869.12,0
644183,0,28869.12,0,28869.12,0
956443,0,56135.64,0,56135.64,0
278796,0,56135.64,0,56135.64,0
608556,0,56135.64,0,56135.64,0
454763,0,56135.64,0,56135.64,0
908461,0,56135.64,0,56135.64,0
333252,0,48115.94,0,48115.94,0
332105,0,56135.64,0,56135.64,0
874411,0,48115.94,0,48115.94,0
700665,0,80192.49,0,80192.49,0
582288,0,176424.38,0,176424.38,0
903047,0,24057.97,0,24057.97,0
446936,0,56135.64,0,56135.64,0
758257,0,56135.64,0,56135.64,0
205579,0,240578.59,0,240578.59,0
542261,0,48115.94,0,48115.94,0
467776,0,56135.64,0,56135.64,0
547808,0,24057.97,0,24057.97,0
148603,0,24057.97,0,24057.97,0
620151,0,24057.97,0,24057.97,0
423148,0,48115.94,0,48115.94,0
285805,0,80192.49,0,80192.49,0
666963,0,57739.36,0,57739.36,0
218058,0,14310000,0,14310000,0
824968,0,511334.86,0,511334.86,0
583791,0,192789.23,0,192789.23,0
288895,0,108607.09,0,108607.09,0
622218,0,2419079.14,0,2419079.14,0
471679,0,473034.24,0,473034.24,0
330603,0,14589.43,0,14589.43,0
340377,0,280565.98,0,280565.98,0
325580,0,280565.98,0,280565.98,0
355939,0,224452.78,0,224452.78,0
537551,0,168339.59,0,168339.59,0
817217,0,149822.23,0,149822.23,0
307610,0,145894.31,0,145894.31,0
934843,0,89781.11,0,89781.11,0
479633,0,101003.75,0,101003.75,0
261810,0,44890.56,0,44890.56,0
251498,0,31423.39,0,31423.39,0
652676,0,179562.23,0,179562.23,0
430162,0,28056.6,0,28056.6,0
107565,0,39279.24,0,39279.24,0
137773,0,33667.92,0,33667.92,0
150881,0,2973818.68,0,2973818.68,0
818305,0,391052.86,0,391052.86,0
772993,0,28396.64,0,28396.64,0
335686,0,85545.69,0,85545.69,0
354163,0,25972.55,0,25972.55,0
131859,0,817622,0,817622,0
102237,0,84169.79,0,84169.79,0
496689,0,20200.75,0,20200.75,0
386266,0,20200.75,0,20200.75,0
189496,0,484818.01,0,484818.01,0
448454,0,58357.72,0,58357.72,0
152055,0,21323.01,0,21323.01,0
516954,0,871202.25,0,871202.25,0
346222,137358,137358,137358,137358,0
827364,0,893221.56,0,893221.56,0
865575,0,2773.98,0,2773.98,0
666784,541125,541125,541125,541125,0
908304,4806,4806,4806,4806,0
724035,3600,3600,3600,3600,0
616507,1800,1800,1800,1800,0
743467,630,630,630,630,0
542565,630,630,630,630,0
666420,270,270,270,270,0
